"id","text","author"
"id16024","&quot;Right,&quot; I observed; &quot;The paper is clearly then on the premises.","EAP"
"id26451","&quot;That&#39;s what there is, massa de lef eye jis as you say&quot;, and here was his right eye that the black indicated.","EAP"
"id09451","While his disunity remained a secret, he kept the expectation of awakening again the tenderness in his chest; now that we all realized these events and that Perdita, in declaring her resolutions to others, in a way that was committed to her achievements, abandoned the idea of coming together again as useless, and only sought, since she was incapable of influencing her to change , to reconcile with the current state of affairs.","MWS"
"id22145","He ruined it, and tried again without going.","EAP"
"id21700","&quot;How did he die?&quot; &quot;In his efforts to rescue a favorite part of his hunting asparagus, he himself has perished miserably in the flames.&quot;","EAP"
"id06426","&quot;Evidently, all things had been there,&quot; he says, &quot;at least three or four weeks, and there is no doubt that the place of this atrocious outrage has been discovered.&quot;","EAP"
"id17951","The dddler approaches a tavern bar and demands a couple of touches of tobacco.","EAP"
"id04140","Open the doors to Yog Sothoth with the long song that you will find on the page of the complete edition, and then put a game to the prison.","HPL"
"id21021","He said, I pushed all the aspirants out of Parnassus&#39; slopes.","HPL"
"id15175","He has lived in Paris for two years.","EAP"
"id19378","I did it, but with little purpose, not being able to gather the smallest particle of meaning.","EAP"
"id07932","We went up the stairs to the chamber where the corpse of Miss L&#39;Espanaye had been found, and where the two were still dead.","EAP"
"id11699","A vulgar man who sometimes but is profound.","EAP"
"id19936","The squire who achieved it in the studio studied arts and made several discoveries, all connected with influences that reside in this particular plot of land, and eminently loved by the strongest guard.","HPL"
"id24248","During this period, I realized, for the first time, the origin of the sulfurous light that illuminated the cell.","EAP"
"id23800","In relation to the second, it is only necessary to repeat what we have said before, that the machine turns on wheels and, at the request of a spectator, it will move from one side of the room to another, even during the progress of a game.","EAP"
"id23153","My host now took my hand to approach one of the two windows on the long side of the smelly room, and at the first touch of his fingers without gloves I became cold.","HPL"
"id05483","I do not know how I got to live on a street like that, but it was not me when I moved there.","HPL"
"id03395","This idea persecuted and tormented me at every moment from which, otherwise, I could have snatched rest and peace.","MWS"
"id20925","Marvelous were the gardens made by Zokkar, the ancient king.","HPL"
"id14341","No youth congregation of gallant-hearted boys crowded the university portal; A sad silence invaded the crowded school room and the noisy playground.","MWS"
"id09808","&quot;I will soon explain what these sentiments tended, but now let me return to the cooks, whose story excited me with such diverse feelings of indignation, delight and admiration, but all ended in an additional love and reverence for my protectors of So I loved, in an innocent car, half painful self-deception, to call them. &quot;","MWS"
"id02823","But he had no bodily presence, visible, audible or palpable.","EAP"
"id02384","Yog Sothoth is the key and guardian of the door.","HPL"
"id11476","When exceptions occurred, they were mostly people without a trace of aberrance, like the old hotel employee.","HPL"
"id12106","How dull our feelings are and how strange is that love that we have of life, even in the excess of misery, I built another candle with part of my dress and I directed with enthusiasm my course towards the earth.","MWS"
"id11244","Fallen houses drowned the streets.","EAP"
"id16061","I was at the service of a farmer; and with the thief in my hand, my dog by my side, shepherding a large flock in the nearby highlands.","MWS"
"id06148","After years, he began to call the slow stars by name, and follow them with fantasy when they glided sadly out of sight; until, at last, his vision was opened to many secret sights whose existence is not suspicious of the eyes.","HPL"
"id17387","Her energy of character induced her to fight against the evils of life; even the participants in hopeless love presented themselves, rather in the form of an adversary to overcome, than of a victor to whom she had to submit.","MWS"
"id02775","A line of &quot;Malcontent&quot; by Marston is a good guy and the open house seemed at that moment a palpable lie.","EAP"
"id08367","We caused the most excitement aboard an emotion that we greatly enjoyed ourselves, and especially our two men, who, now under the influence of a Geneva theater, seemed determined to give all scruple or fear of the wind.","EAP"
"id17086","It was he who gave me all the information I had about Tillinghast after he rejected me with rage.","HPL"
"id22047","&quot;It was night, and the rain fell, and falling, it was rain, but, having fallen, it was blood.","EAP"
"id22017","When Gilman climbed a ladder to the level of the cobweb bed above the rest of the attic, he found vestiges of a past opening, covered with old nightmares and secured by the sturdy wooden pegs common in colonial carpentry.","HPL"
"id03203","The maniac became composed; his person rose higher; authority emanated from his face.","MWS"
"id15489","The eyes move unnaturally in the head, without any corresponding movement of the eyelids or eyebrows.","EAP"
"id07881","Many were the waterfalls in their courses, and many were the lkelied lkelied in those who expanded.","HPL"
"id25347","Pale as the marble, clear and radiant, she listened to my story and asked about the place where it had been deposited.","MWS"
"id10063","&quot;Looking now, almost by encryption for combinations of known characters, we find, not far from the beginning, this arrangement, or egree, which, clearly, is the conclusion of the word &#39;degree&#39;, and gives us another letter , d, represented by.","EAP"
"id24436","I could never see the world as I had known it.","HPL"
"id04575","All other matters and all different interests were absorbed in their sole contemplation.","EAP"
"id04343","While I was awake, I knew what you meant by &quot;spirit&quot;, but now it seems only one word such as truth, beauty and quality, I mean.","EAP"
"id17016","In the deepest dreams, everything was just as different, and Gilman felt that the abysses of twilight around him were those of the fourth dimension.","HPL"
"id25800","The horse itself, in the foreground of the design, remained motionless and like a statue while it was further back, its confused horseman perished by the dagger of a Metzengerstein.","EAP"
"id13769","When they retired to rest, if there was a moon or the night was light of the stars, I went to the forest and collected my own food and fuel for the house.","MWS"
"id10865","This he did moderately well for a while; In fact, I was not greedy, but my dog was.","EAP"
"id20206","All this was true; But it was no less agonizing to take the admonition home.","MWS"
"id04331","They spoke of his illustrious tyrant and the splendor of his capital; and he exulted in the glory of the statue that Musides had made for him.","HPL"
"id12070","Discard the only gift I have given you, your grief, and rise from my influence as strong as no flower so sweet has risen from under so much evil.","MWS"
"id06924","But it was great once my father in Barcelona knew about him and just a moment ago he finds himself with a plumber&#39;s arm that has suddenly been hurt.","HPL"
"id07230","The effect produced by the firing of a cannon is that of simple vibration.","EAP"
"id05121","Unfortunately he did not know the design he was about to reach; the rocks that would tear their waters and the horrible scene that would be reflected in a more distorted way in its waves.","MWS"
"id23192","My heart was beating fast as I approached the beatings; my hand was on one of them, a jump would take me to the other side, when two guardians jumped from an ambush on me: one knocked me down and proceeded to inflict a severe horse lash.","MWS"
"id19741","The natives suspend it by a roof rope and enjoy its fragrance for years.","EAP"
"id05990","My evil passions will have fled, because I will meet with sympathy. My life will flow smoothly, and in my last moments I will not curse my creator. &quot;","MWS"
"id26408","However, now a gentle breeze was coming, when the sun was about to descend; and while standing on the top of the slope, the fog gradually dissipated into garlands, and so it floated over the scene.","EAP"
"id27097","Shortly after the couple&#39;s departure, a gang of criminals made their appearance, behaved in a boisterous way, ate and drank without paying, continued on the route of the young man and the girl, returned to the inn at dusk and crossed the river as If you are in a hurry.","EAP"
"id26697","The position of the chandelier displeased me, and extending my hand with difficulty, instead of disturbing my valet sleeper, I placed it to throw more rays on the book.","EAP"
"id15915","&quot;Elizabeth Lavenza&quot; Geneva, May. &quot;This letter revived in my memory what I had forgotten before, the threat of the devil&quot; I WILL BE WITH YOU AT YOUR WEDDING NIGHT &quot;Such was my sentence, and that night the devil uses every art to destroy me and pluck me from the glimpse of happiness that he promised partly to console my sufferings.","MWS"
"id09060","He could have spoken, but I did not hear; A hand was extended, apparently to stop me, but I escaped and ran down the stairs.","MWS"
"id13696","His face was extremely round, red and full; and the same peculiarity, or rather its lack of peculiarity, adhered to his face, which I mentioned earlier in the case of the president, that is, only one characteristic of his face was distinguished enough to need a separate characterization: fact, the acute The canvas immediately observed that the same comment could have been applied to each individual person of the party; each of which seemed to have a monopoly of some particular part of the physiognomy.","EAP"
"id07437","And Eleonora&#39;s bright eyes grew brighter with my words; and she sighed as if a mortal load had been removed from her breast; and she trembled and wept bitterly; but she accepted the vote, what was it about a girl?","EAP"
"id25042","I became the author himself.","MWS"
"id12330","Bennett was asleep, apparently having felt the same anomalous drowsiness that affected me, so I designated Tobey for the next turn, even though he was nodding.","HPL"
"id02538","However, I managed to pacify them by promising to pay all the scores, as soon as I could put an end to the current business.","EAP"
"id01838","Some of those who knew him do not admit that he ever existed.","HPL"
"id09000","It was closer to Maple Hill than to Cone Mountain, as some of the raw dwellings were being excavated on the side of the ancient eminence.","HPL"
"id18704","The external world could take care of itself.","EAP"
"id22084","Pompey&#39;s manipulations had made, I must confess, a very remarkable difference in the appearance of the personal man.","EAP"
"id24595","Then, for a moment, Iran believed that it had found those who thought and felt just like him, although the city was not a hundredth as fair as Aira.","HPL"
"id16062","Then, in striving to do violence to my own disposition, I did everything worse than before.","MWS"
"id10540","His graceful elocution captivated the senses of his listeners.","MWS"
"id22353","The small telephone poles, worn by the weather, carried only two wires.","HPL"
"id26580","Posterity no longer exists; Fame, and ambition, and love, are words devoid of meaning; even as the cattle that graze in the field, make, oh, desert, lie down in the afternoon tide, without knowing the past, without worrying about the future, since only from such great ignorance can you expect the ease that Joy paints with their own colors Every act and thought.","MWS"
"id26924","Mr. B. just cut and intermix.","EAP"
"id11048","But, in fact, this is a minor point.","EAP"
"id18336","A disgusting canvas seemed to represent a vast cross-section of Beacon Hill, with ants like armies of mephitic monsters squeezing through burrows that formed the honeycomb of the ground.","HPL"
"id27071","The theater was pretty well full.","MWS"
"id20454","I did not know or care if my experience was madness, dream or magic; but he was determined to contemplate the brightness and joy at any cost.","HPL"
"id18675","They are familiar to the world.","EAP"
"id00441","She was almost fifteen years older than him, and was the offspring of an old marriage of his father.","MWS"
"id07287","I turned frantically crazy, and fought to rise against the fearful scimitar.","EAP"
"id04428","M. St. Eustache, the lover and intended husband of Marie, who boarded at his mother&#39;s house, declares that he did not know of the discovery of his body until the next morning, when M. Beauvais entered his room and told him about it.","EAP"
"id01274","I stopped automatically, although I had the brain to retire.","HPL"
"id21953","When their gambols ended, I looked at the paper and, to tell the truth, I was not surprised a bit by what my friend had described.","EAP"
"id07539","While such discussions were taking place, their subject approached gradually, growing in apparent diameter and of a brighter brightness.","EAP"
"id22978","They were robbed at first by one and two, then in larger companies, until, unimpeded by the officers, whole battalions searched for the road that led to Macedonia.","MWS"
"id26449","The landscape, judged by any ordinary aesthetic canon, is more than commonly beautiful; However, there is no influx of artists or summer tourists.","HPL"
"id27667","I am glad that I have loved and experienced a compassionate joy and pain with my fellows.","MWS"
"id03429","The trees were agile, cheerful, erect, thin and elegant, of oriental figure and foliage, with smooth, shiny and partial-colored bark.","EAP"
"id21473","Scarcely less wild was the &quot;Lollipop&quot;, which he therefore spoke: &quot;Some individual, who rejoices in the denomination &#39;Oppodeldoc&#39;, to what low uses are the names of the illustrious dead very often applied has included us about fifty or sixty verses that begin after this manner: the wrath of Achilles, to Greece, the calamitous spring of unnumbered problems, c., c., c. &quot;&#39;Oppodeldoc&#39;, whoever it may be, is respectfully informed that there is no devil of printers in our office that does not have the daily habit of composing better lines.","EAP"
"id13829","He was completely alone, and his first act was to walk up to the balustrade and gawk at the endless, cyclopean city, almost two thousand feet below.","HPL"
"id25653","I went to her and offered her my services.","MWS"
"id03312","Those who lacked something did not lack more, however, fear, hatred and ignorance continued to meditate on the street; because many had been left behind, and many strangers had come from far places to the old houses.","HPL"
"id02912","This I perceived with unhealthy acuity despite the fact that two of my other senses were violently attacked.","HPL"
"id16189","He admitted that the principles that I established were the best; But he denied that they were the only ones.","MWS"
"id27625","They were fearful, they were inconceivably horrible; but good proceeded from evil; for its excess of forged in my spirit an inevitable revulsion.","EAP"
"id21283","And when time has softened your despair, new and dear objects of care will be born to replace those of whom we have been so cruelly deprived. &quot;","MWS"
"id27006","How could he have suspected what he should contemplate?","HPL"
"id26172","One of these fragile mirrors, which once splashed its image, is about to break and turn to dust.","MWS"
"id20302","I remember that I did not consider it as a common lantern, in fact, I had a common flashlight in another pocket.","HPL"
"id06219","&quot;One of the most popular mechanism mechanisms we have seen, is the magician built by M. Maillardet, with the purpose of answering certain questions.","EAP"
"id04049","He was a strange, furtive creature who constantly looked over his shoulder as if he feared something, and when he was sober he could not be persuaded to talk to strangers.","HPL"
"id18921","Calderon de la Barca","MWS"
"id17712","I did not expect it either, since I thought I was completely warned about what the jewelry would turn out to be.","HPL"
"id04703","He was arrested three more days and then hurried to approach her.","MWS"
"id01959","And why should I describe a pain that everyone has felt and must feel?","MWS"
"id00864","But I stopped when I reflected on the story I had to tell.","MWS"
"id06579","The ruined castles that hang from the cliffs of the mountains, the impetuous Arve and the country houses that appear among the trees form a scene of singular beauty.","MWS"
"id12244","I did not cry, but I wiped the perspiration from my forehead and tried to calm my brain and my heart almost to madness.","MWS"
"id08485","The steps were many and led to a narrow passage of stone, which he knew must be far from the ground.","HPL"
"id02992","I had already decided not to abandon the search for fear that haunted me, because in my reckless ignorance it seemed to me that uncertainty was worse than enlightenment, however terrible the latter might be.","HPL"
"id02739","He had lost, to a large extent, the deep blue tint he had hitherto used, now a grayish white and a dazzling brightness in sight.","EAP"
"id16275","But now I did it in cold blood, and my heart often got sick with the work of my hands.","MWS"
"id20997","The door marked I, it will be remembered, is still open.","EAP"
"id20397","We hired a lounger here, and with four horses they drove with speed through the storm.","MWS"
"id03731","Remember that we are dealing with a horrible world in which we are practically helpless. . . .","HPL"
"id23537","Of the various stories, that of Butames, the family steward, is the most comprehensive and coherent.","HPL"
"id21973","It was in Rome, during the carnival of, that I attended a masquerade in the palace of the Neapolitan Duke di Broglio.","EAP"
"id05473","Therefore, we talk about them, and moralize, since with the diminished numbers we return to Windsor Castle.","MWS"
"id18413","And it was the sad influence of the unperceived shadow that made him feel, although he did not see or hear the presence of my head inside the room.","EAP"
"id20228","A bright light then permeates the closet, and the man&#39;s body would be discovered if it were there.","EAP"
"id19561","Across Asia, from the banks of the Nile to the banks of the Caspian, from the Hellespont to the Sea of Oman, there was a sudden panic.","MWS"
"id14682","It was not a healthy landscape after dark, and I think I would have realized its morbidity even if I had ignored the terror lurking there.","HPL"
"id13627","I always knew you were not a tremor scientist, huh? Trembling with anxiety to see the last thing I discovered?","HPL"
"id22354","Should I give in to your pleas and, I should add, to the pleas of my own bosom, would I not be entitled to demand a very little benefit in return?","EAP"
"id20957","I did not totally disagree with him theoretically, but he maintained vague and instinctive remains of the primitive faith of my ancestors; so that I could not help looking at the corpse with a certain amount of amazement and terrible expectation.","HPL"
"id20631","Idris, the most affectionate wife, sister and friend, was a tender and loving mother.","MWS"
"id13325","Then all movement, of any nature, creates?","EAP"
"id01426","The next night, without daring to ask for the rudder, he takes it out.","EAP"
"id03345","But, my dear Frankenstein, &quot;he continued, stopping briefly and staring me in the eye,&quot; I had not commented before how bad you look; so thin and pale; You look like you&#39;ve been watching for several nights. &quot;","MWS"
"id04554","He yelled once only once.","EAP"
"id11288","First he assured her of his unlimited confidence; of this he must be conscious, since for that she would not seek to stop him.","MWS"
"id24003","Wild visions, opium begotten, fluttering, like shadow, in front of me.","EAP"
"id02645","Upon entering, I pushed him furiously away from me.","EAP"
"id20608","The tread was heavy, but it seemed to contain a curious quality of caution; a quality that I disliked most because the tread was heavy.","HPL"
"id20251","In addition, the states, which were contiguous, had for a long time exercised a rival influence in the affairs of an occupied government.","EAP"
"id22068","She had been in her job for about a year, when her admirers were confused by her sudden disappearance from the store.","EAP"
"id12161","Apparently he had been strangled, because there was no sign of violence, except the black mark of the fingers on his neck.","MWS"
"id00768","Was it a rat that I saw hiding in its hole?","EAP"
"id01351","&quot;Abhorred Monster Demon You Are The tortures of hell are too mild a revenge for your crimes.","MWS"
"id12232","With the razor in her hand and completely soaped, she was sitting in front of a mirror, trying the shaving operation, in which, no doubt, she had seen her teacher through the hole in the closet key.","EAP"
"id26310","&quot;We will return to this question by a mere allusion to the disgusting details of the surgeon examined in the investigation.","EAP"
"id22992","Ah let me see Let me remember Yes; With all ease, I remember the precise words of the dear promise you made to Eugenie last night.","EAP"
"id13123","They participated less in transportation and more of the calm enthusiasm of enthusiastic rest.","EAP"
"id22536","And now, also, when listening to an incredible explosion and the bubbling of the champagne, I discovered at length that it came from the person who made the bottle of that delicate drink during dinner.","EAP"
"id16203","The topography throughout, even when professing to be in accordance with Blunt&#39;s Lunar Chart, completely disagrees with that or any other lunar chart, and even to a large extent with it.","EAP"
"id27074","&quot;Vell, Monsieur,&quot; she said, after observing me, with great apparent astonishment, for a few moments &quot;Vell, Monsieur?","EAP"
"id21691","No, everything must be changed.","MWS"
"id24845","Agatha listened with respect, her eyes sometimes filled with tears, which she tried to clean without being noticed; but generally I found that his countenance and tone were more cheerful after listening to the exhortations of his father.","MWS"
"id10450","Madness rides the stellar wind. . .","HPL"
"id05692","Nothing could be more magnificent.","EAP"
"id00956","It was a very simple system, in fact, simple, without problems, in fact, it was delicious. &quot;","EAP"
"id10541","Even so, I was sure he would come at last; and the wider the gap in this crisis, the more certain it will be to close it forever.","MWS"
"id00839","&quot;Well, then, Bobby, my boy, you&#39;re a good guy, right?","EAP"
"id03890","This was the dream in which I saw a shoggoth for the first time, and the sight woke me up in a frenzy of screaming.","HPL"
"id04052","The oven, for example, was a good blow.","EAP"
"id27509","however, he was never in better health.","MWS"
"id13877","It was agreed to call the entire chemical laboratory if a discovery occurred.","HPL"
"id10683","I immediately left the job of Messrs. Cut Comeagain, and I settled in the Eye Sore line, one of the most lucrative, respectable and independent occupations of the ordinary ones.","EAP"
"id21854","I had imagined that the usual resistance of atmospheric pressure on the surface of the earth was the cause, or almost, of the pain that attended animal existence at a distance above the surface.","EAP"
"id20718","I was beyond all measure disturbed by this intelligence.","MWS"
"id16292","The patient, Mr. Edward Stapleton, had died, apparently of typhus fever, accompanied by some anomalous symptoms that had excited the curiosity of his medical assistants.","EAP"
"id06127","The scum in front of the sea was too common for a special mention; although there were vague conversations about a journey through the interior that these mestizos had made, during which faint drums and red flames were seen in the distant hills.","HPL"
"id20973","A devilish expression rose on Frederick&#39;s lip, as he realized the direction his gaze had taken, without his awareness, taken.","EAP"
"id24787","This was, in fact, one of his hobbies.","EAP"
"id01720","The mountain on whose top we sit is Helseggen, the Cloudy.","EAP"
"id09677","The affairs of little moment are rarely consigned to parchment; since, for the mere ordinary purposes of drawing or writing, it is not as well adapted as paper.","EAP"
"id14292","Here he knew that strange things had happened once, and there was a slight suggestion behind the surface that all that monstrous past might not at least in the darkest alleys, narrow and intricately crooked, have perished completely.","HPL"
"id13817","No one, except my enemies, calls me Suky Snobbs.","EAP"
"id26650","&quot;Your arrival, my dear cousin,&quot; she said, &quot;fills me with hope.","MWS"
"id01066","What happens if circumstances should lead Perdita to suspect and suspect that it would be resolved?","MWS"
"id27137","Of the pain there was a little; of pleasure there was much; But of moral pain or pleasure none at all.","EAP"
"id07461","I felt that I had known it before, in a remote past beyond all recollection; beyond even my possession of the body that I now possess.","HPL"
"id22685","He considered that three heights of coffins would allow him to reach the crossbar; But I could do better with four.","HPL"
"id07544","By then, Dombrowski, Choynski, Desrochers, Mazurewicz, and the guest on the top floor were piled at the door, and the owner had sent his wife back to the phone to call Dr. Malkowski.","HPL"
"id02213","The wind, prince of the air, raged through his kingdom, lashing the sea with fury and subjecting the rebellious earth to some kind of obedience.","MWS"
"id16850","The season of the aces approached.","MWS"
"id03219","None of the non-natives stayed outside late at night, with the general impression that it was not wise to do so.","HPL"
"id02528","&quot;But is it not possible,&quot; I suggested, &quot;that although the letter may be in the minister&#39;s possession, as it is indisputably, he may have hidden it elsewhere than in his own premises?","EAP"
"id20536","He had woken up and found himself standing with his hand in the snow in the snow, in front of his cabin, at his feet, the shattered body of his neighbor Peter Slader.","HPL"
"id15584","The jumble of French became a shout in English, and the hoarse voice shouted excitedly: &quot;My breath, my breath.&quot; Then, the awakening was completed, and with a collapse of the facial expression in the normal state, my uncle took my hand and began to relate a dream whose core of importance could only be assumed with a kind of fear.","HPL"
"id02331","And the strangest thing was that Pickman did not get anything from his power for the use of selectivity or bizarrery.","HPL"
"id10682","&#39;Because of your language, strange, I suppose you are my countryman; Are you French? &#39; &quot;&#39;No, but I was educated by a French family and I only understand that language.","MWS"
"id09549","We approached quickly, so that in the end we could discern the number and forms of those who are inside; its dark sides became large, and the splash of its oars became audible: I could distinguish the languid form of my friend, since it almost rose when approaching us.","MWS"
"id02581","It was certainly a nervous wait, and the blasphemous book in my hands did it doubly.","HPL"
"id20729","Perdita was still largely uneducated.","MWS"
"id06443","He was the first silent person who had burned his books.","HPL"
"id23549","&quot;Dreaming,&quot; he continued, resuming the tone of his disconnected conversation, while holding the rich light of a censer, one of the magnificent vases that &quot;dreaming&quot; has been the subject of my life.","EAP"
"id19976","It was owned by a curious group of half castes whose frequent meetings and nocturnal trips to the forest did not attract any curiosity; and had set sail in a hurry just after the storm and earth tremors of March st.","HPL"
"id14968","Is it any wonder, then, that I value it?","EAP"
"id21351","All this time he had never released the ring.","EAP"
"id20039","I feared to wander by the sight of my fellows so that when I was alone, I would come to claim his companion.","MWS"
"id10004","I have said that the only effect of my somewhat childish experiment of looking down into the Tarn was to deepen the first singular impression.","EAP"
"id13827","Olney does not remember many of the wonders he told, not even who he was; but he says that he was strange and kind, and that he was full of the magic of the unfathomable voids of time and space.","HPL"
"id24192","After all, we have miscalculated.","MWS"
"id10735","His health deteriorated beyond the hope of healing; and, before dying, it became her great desire to preserve her daughter from poverty, which would be part of her orphan status.","MWS"
"id26897","So now I must finish with everything, after having written a complete account of the information or the contemptuous fun of my fellow men.","HPL"
"id11107","Young men should be shy, you know, M. Clerval: I was when I was young; but that is exhausted in a very short time. &quot;","MWS"
"id00760","I reasoned, for example, like this: when I drew the beetle, there was no apparent skull on the parchment.","EAP"
"id13244","If I had never left Windsor, these emotions would not have been so intense; but in Greece it had been the prey of fear and deplorable change; in Greece, after a period of anxiety and sadness, he had seen two depart, whose names were the symbol of greatness and virtue.","MWS"
"id23493","Although there are not two of the time pieces in the camera that accurately match the individual seconds, however, I had no difficulty in constantly keeping in mind the tones and respective momentary errors of each.","EAP"
"id14547","That is capital That will serve for the similes.","EAP"
"id10475","Oh, not the tenth part of the anguish that was mine during the lengthy detail of her execution.","MWS"
"id12298","From time to time, under the brown mantle of leaves that rotted and rotted in the darkness of the antediluvian forest, I could trace the sinister contours of some of those low mounds that characterized the region pierced by lightning.","HPL"
"id03816","&quot;And you dream?&quot; said the devil.","MWS"
"id19621","I allowed him to do it; from time to time I would bend over and pat him while he proceeded.","EAP"
"id14442","I lived in a temple glorified by the most intense sense of devotion and ecstasy; I walked, a consecrated being, contemplating only your power, your excellence; For O, you stayed by my side, like my youth, Transformed for me the real thing in a dream, Cloathing the palpable and familiar With the golden exhalations of dawn.","MWS"
"id14111","Many climbed as high as Belfast to secure a shorter passage, and then, traveling southward through Scotland, they were joined by the poorest natives of that country, and all came with a consent to England.","MWS"
"id06034","The induction, a posteriori, would have led to phrenology to admit, as an innate and primitive principle of human action, something paradoxical, which we can call perversity, for lack of a more characteristic term.","EAP"
"id22946","But it made men dream, and that&#39;s why they knew enough to get away.","HPL"
"id22127","In truth, as much as cat owners hated these weird people, they feared them more; and instead of reprimanding them as brutal killers, he simply took care that no spoiled pet or mouse would drift into the remote shack under the dark trees.","HPL"
"id26364","With the lady in question this portion turned out to be the mouth.","EAP"
"id22967","But it was not like that; You sought my extinction, so as not to cause greater misery; and if still, in some way unknown to me, you would not have stopped thinking and feeling, you would not wish against me a greater vengeance than I feel.","MWS"
"id10457","A daring is this.","EAP"
"id17852","With feelings of deep respect, your most obedient servant, VON JUNG.","EAP"
"id24798","The obtuse instrument was clearly the stone pavement in the courtyard, upon which the victim had fallen from the window facing the bed.","EAP"
"id04759","In the architecture and adornments of the camera, the obvious design had been to dazzle and amaze.","EAP"
"id19645","Among them, and very distinguished by her, was Prince Zaimi, ambassador to England of the free States of Greece; and his daughter, the young princess Evadne, spent much of her time at Windsor Castle.","MWS"
"id18574","&quot;Another circumstance strengthened and confirmed these feelings.","MWS"
"id02278","In the second place, having decided that God&#39;s will is for man to continue with his species, we discover an organ of amativity immediately.","EAP"
"id10219","At first, I had only talked to those who were closest to me; but the whole assembly gathered around me and I discovered that everyone was listening to me.","MWS"
"id20506","From the polished marble of the quarries of the desert were its walls, in elbows of height and width, so that the cars could pass one another when the men threw them by the superior part.","HPL"
"id12269","&quot;He has to make his fortune, Thingum,&quot; Mr. Krabs resumed, &quot;and that governor of his is a millstone in his neck.","EAP"
"id05363","His servants are not numerous at all.","EAP"
"id22488","Shame seemed to hold him back; however, he evidently wanted to establish a renewal of trust and affection.","MWS"
"id12779","I got a respite from a few weeks from my father.","MWS"
"id27687","We were in the most imminent danger, but since we could only remain passive, my unfortunate guest occupied my main attention, whose illness increased so much that he was confined to his bed.","MWS"
"id02834","That object, no bigger than a rat of good size and curiously called by the people of the city, &quot;Brown Jenkin&quot; seemed to have been the fruit of a remarkable case of delirious sympathy flock, since in no less than eleven people had declared I could glimpse it.","HPL"
"id13104","This may not be; Stop arguing the point, because I can not consent. &quot;","MWS"
"id04031","He was perfectly self-possessed; He approached us both with courtesy, seemed to immediately enter our feelings and make one with us.","MWS"
"id00688","He took my arm again, and we proceeded.","EAP"
"id06792","This merged slowly in a sense of withdrawal, again into a consciousness of loneliness.","EAP"
"id09924","The box did not enter the additional state room.","EAP"
"id17209","The thousand injuries of Fortunato that I had endured as best I could; but when he ventured to insult, I swore revenge.","EAP"
"id18220","This second vision is very efficient when handled properly.","EAP"
"id08557","For a moment my soul rose from its degrading and miserable fears to contemplate the divine ideas of freedom and self-sacrifice of which these sights were monuments and remembrances.","MWS"
"id23702","Now I began to experience, at intervals, severe pains in the head, especially over the ears, however, breathing with a tolerable freedom.","EAP"
"id23259","Only the silent, sleepy houses that stare into the back forests can say everything that has been hidden since the first days; and they are not communicative, and they are reluctant to shake off the drowsiness that helps them forget.","HPL"
"id20343","In such a case, you should have started with a collection and analysis of the shorter words and, if a single-letter word had occurred, as is very likely, one or one, for example, should have considered the solution as secure.","EAP"
"id01131","Six years have passed since I resolved my current commitment.","MWS"
"id01399","In a very short time he was out of sight, and I have no doubt that he came home safely.","EAP"
"id14767","The same audacity of his language gave him weight; Everyone knew that he spoke truth, a truth known, but not recognized.","MWS"
"id17047","On Bates Street I entered a large copse, while two wobbly figures crossed in front of me, but soon I returned to my path and approached the open space where Eliot Street crosses obliquely to Washington at the intersection of the South.","HPL"
"id18665","We met again towards night, and Perdita insisted that we turn to music.","MWS"
"id10571","Then, suddenly, all the stars were erased from the sky, including Deneb and Vega, and the loners Altair and Fomalhaut behind us.","HPL"
"id19824","&quot;I suppose you called for the Ourang Outang.","EAP"
"id22753","You well know that throughout the Earth there are no sacrifices that I would not make, no work that I would not suffer with the mere hope of being able to give you peace of mind.","MWS"
"id07532","It was formed by a single, wide and thick table of tulip wood.","EAP"
"id03054","Here, the shore slopes upwards from the stream in a very gentle ascent, forming a broad lawn of a texture that looks no more like a velvet, and a green glow that could be compared to the dye of the emerald more pure","EAP"
"id00633","In the heart of someone like me there are secret thoughts that work and secret tortures that you should not try to discover.","MWS"
"id25823","Supporting her as I did, she still lingered: and after half a mile, after many stops, chills and half faint, she slipped from my support arm on the snow, and with a torrent of tears told me that it should be taken, so she could not proceed.","MWS"
"id15561","In the radical theory of resuscitation they saw nothing more than the immature whims of a youthful enthusiast whose slight form, yellow hair, blue eyes with glasses and soft voice did not indicate the almost diabolical supernormal power of the cold brain inside.","HPL"
"id21883","Measure two points and, with an inimitable grace, offer your Majesty the option.","EAP"
"id11824","In particular, the slightest appearance of mystery of any point that I can not comprehend exactly puts me immediately in a state of unfortunate turmoil.","EAP"
"id12571","Like many excellent people, he seemed to be possessed by a spirit of temptation, which easily, at first glance, could be confused with malevolence.","EAP"
"id24457","On the eighth night, I was more than wise to open the door.","EAP"
"id10036","Mrs. Frye proposed telephoning the neighbors, and Elmer was about to agree when the sound of splintering wood exploded in his deliberations.","HPL"
"id00002","I was weak, even weaker than the odious modernity of that damned city that had made me.","HPL"
"id27724","His furthest intentions were not determined; but we can safely promise our readers some additional information, either on Monday or during the next day, at most.","EAP"
"id00810","In some aspects, they are even unworthy of a serious rebuttal.","EAP"
"id23639","However, how could I find this?","MWS"
"id01894","Dr. Barnard, who had been observing the patient, thought that he noticed in his pale blue eyes a certain brightness of peculiar quality; and on the flaccid lips, an almost imperceptible stretch, as of intelligent determination.","HPL"
